,Player,team_name,sub_position,Nation,Age,minutes_played,competition,matches_played,Starts,Rank_Defensive Duels SEPI,Rank_Aerial SEPI,Rank_Passing SEPI,Rank_p90_pmin_errors,Rank_p90_pmin_ball_recoveries,Rank_p90_pmin_Gls,Rank_p90_pmin_Ast,Rank_p90_pmin_shot_creating_actions_p90,Rank_G-xG,Rank_p90_pmin_interceptions,Rank_p90_pmin_progressive_passes,Rank_p90_pmin_dispossessed,Rank_p90_pmin_errors,Rank_p90_pmin_key_passes,Rank_Dribble SEPI,Position Specific Index,Team Final League Ranking
373,Bernardo Espinosa,Espanyol,Centre-Back,co COL,30,2259,es La Liga,26,26,0.545658263,0.947338936,0.108123249,0.78487395,0.403921569,0.914845938,0.321848739,0.024089636,0.863789238,0.17535014,0.244257703,0.225490196,0.78487395,0.373109244,0.41232493,0.244033613,20
374,Bernardo Espinosa,Girona,Centre-Back,co COL,29,2727,es La Liga,31,31,0.473389356,0.919887955,0.57535014,0.959663866,0.152380952,0.518207283,0.695238095,0.178711485,0.101457399,0.44929972,0.083473389,0.287955182,0.959663866,0.720448179,0.470308123,0.232268908,18
375,Maxime Estève,Montpellier,Centre-Back,fr FRA,20,1646,fr Ligue 1,23,18,0.242577031,0.271708683,0.300840336,0.228011204,0.480112045,0.236134454,0.321848739,0.21232493,0.261491031,0.807843137,0.296918768,0.623529412,0.228011204,0.09859944,0.490196078,0.213445378,12
376,Maxime Estève,Montpellier,Centre-Back,fr FRA,19,1857,fr Ligue 1,24,20,0.680112045,0.258263305,0.422408964,0.617647059,0.223529412,0.236134454,0.321848739,0.164705882,0.149383408,0.240336134,0.047058824,0.282913165,0.617647059,0.187114846,0.327170868,0.193333333,13
377,Jonny Evans,Leicester City,Centre-Back,nir NIR,34,1051,eng Premier League,13,12,0.030252101,0.717086835,0.806162465,0.228011204,0.440336134,0.236134454,0.321848739,0.406722689,0.496636771,0.638095238,0.481792717,0.046498599,0.228011204,0.158543417,0.028291317,0.353165266,18
378,Jonny Evans,Leicester City,Centre-Back,nir NIR,33,1348,eng Premier League,18,16,0.461064426,0.939495798,0.600560224,0.228011204,0.905322129,0.737815126,0.855462185,0.648179272,0.778587444,0.463305322,0.566946779,0.046498599,0.228011204,0.653221289,0.373669468,0.535686275,8
379,Jonny Evans,Leicester City,Centre-Back,nir NIR,32,2473,eng Premier League,28,28,0.102521008,0.932773109,0.730532213,0.537535014,0.891316527,0.770308123,0.8767507,0.322689076,0.747477578,0.714285714,0.620168067,0.447619048,0.537535014,0.814565826,0.756862745,0.423921569,5
380,Jonny Evans,Leicester City,Centre-Back,nir NIR,31,3383,eng Premier League,38,38,0.776470588,0.81512605,0.76302521,0.866666667,0.751260504,0.47394958,0.645378151,0.31372549,0.003363229,0.616806723,0.770308123,0.226890756,0.866666667,0.527170868,0.484033613,0.447843137,5
381,Jonny Evans,Leicester City,Centre-Back,nir NIR,30,1996,eng Premier League,24,21,0.218487395,0.845938375,0.524369748,0.921568627,0.42745098,0.61232493,0.321848739,0.304201681,0.689742152,0.585994398,0.062745098,0.532773109,0.921568627,0.564145658,0.028291317,0.218935574,9
382,Wout Faes,Leicester City,Centre-Back,be BEL,24,2786,eng Premier League,31,31,0.530532213,0.42464986,0.670028011,0.71092437,0.704201681,0.51232493,0.848179272,0.275630252,0.496636771,0.453221289,0.290756303,0.481792717,0.71092437,0.709243697,0.672829132,0.323697479,18
383,Wout Faes,Reims,Centre-Back,be BEL,23,3330,fr Ligue 1,37,37,0.39719888,0.229691877,0.457703081,0.643697479,0.52605042,0.887394958,0.321848739,0.119327731,0.975616592,0.543977591,0.247058824,0.316526611,0.643697479,0.149019608,0.553501401,0.193389356,12
384,Wout Faes,Reims,Centre-Back,be BEL,22,2899,fr Ligue 1,33,33,0.485154062,0.431932773,0.608963585,0.48627451,0.414565826,0.503641457,0.321848739,0.025210084,0.496636771,0.895798319,0.376470588,0.727731092,0.48627451,0.109803922,0.745658263,0.290868347,14
385,Fali,Cádiz,Centre-Back,es ESP,28,1714,es La Liga,25,22,0.81512605,0.157422969,0.104201681,0.637535014,0.393277311,0.236134454,0.321848739,0.434173669,0.261491031,0.045938375,0.46162465,0.147058824,0.637535014,0.521008403,0.154621849,0.166498599,14
386,Fali,Cádiz,Centre-Back,es ESP,27,1803,es La Liga,28,23,0.505322129,0.26162465,0.09859944,0.228011204,0.573669468,0.236134454,0.940056022,0.475630252,0.218329596,0.349019608,0.310364146,0.456862745,0.228011204,0.79719888,0.329971989,0.242240896,17
387,Fali,Cádiz,Centre-Back,es ESP,26,2637,es La Liga,34,29,0.471708683,0.142857143,0.017366947,0.228011204,0.055462185,0.236134454,0.321848739,0.311484594,0.218329596,0.259943978,0.270588235,0.412885154,0.228011204,0.671148459,0.477871148,0.091876751,12
388,Federico Fazio,Salernitana,Centre-Back,ar ARG,35,1074,it Serie A,14,12,0.917086835,0.921568627,0.167507003,0.228011204,0.773109244,0.80952381,0.321848739,0.870308123,0.747477578,0.946778711,0.585434174,0.866106443,0.228011204,0.62464986,0.227170868,0.510252101,15
389,Federico Fazio,Salernitana,Centre-Back,ar ARG,34,1434,it Serie A,16,16,0.532212885,0.92605042,0.262184874,0.694117647,0.487394958,0.705322129,0.321848739,0.816246499,0.30661435,0.728291317,0.333893557,0.555182073,0.694117647,0.903081232,0.904201681,0.302745098,17
390,Federico Fazio,Roma,Centre-Back,ar ARG,32,1213,it Serie A,16,14,0.401680672,0.56022409,0.654341737,0.228011204,0.457703081,0.774789916,0.321848739,0.638095238,0.80941704,0.531092437,0.378151261,0.752941176,0.228011204,0.135014006,0.803921569,0.369187675,5
391,Federico Fazio,Roma,Centre-Back,ar ARG,31,2806,it Serie A,34,31,0.62464986,0.935014006,0.520448179,0.705602241,0.647058824,0.966386555,0.321848739,0.233893557,0.989910314,0.731092437,0.545658263,0.560784314,0.705602241,0.477310924,0.86442577,0.404313725,6
392,Zouhair Feddal,Betis,Centre-Back,ma MAR,30,1431,es La Liga,17,16,0.608963585,0.643417367,0.667787115,0.228011204,0.15070028,0.706722689,0.968627451,0.768067227,0.646020179,0.555182073,0.695238095,0.374789916,0.228011204,0.82464986,0.754621849,0.368571429,15
393,Zouhair Feddal,Betis,Centre-Back,ma MAR,29,1702,es La Liga,21,19,0.643697479,0.951260504,0.729971989,0.863585434,0.60952381,0.653781513,0.801680672,0.674509804,0.261491031,0.698039216,0.833053221,0.704201681,0.863585434,0.819607843,0.966946779,0.414173669,10
394,Felipe,Nott'ham Forest,Centre-Back,br BRA,33,1418,eng Premier League,16,15,0.428011204,0.785714286,0.061904762,0.228011204,0.883753501,0.236134454,0.845098039,0.775070028,0.083520179,0.940336134,0.045098039,0.69047619,0.228011204,0.877591036,0.956582633,0.38627451,16
395,Felipe,Nott'ham Forest,Centre-Back,br BRA,33,1418,eng Premier League,16,15,0.428011204,0.785714286,0.061904762,0.228011204,0.883753501,0.236134454,0.845098039,0.775070028,0.083520179,0.940336134,0.045098039,0.69047619,0.228011204,0.877591036,0.956582633,0.38627451,16
396,Felipe,Atlético Madrid,Centre-Back,br BRA,32,1504,es La Liga,26,15,0.83557423,0.627731092,0.33697479,0.228011204,0.717366947,0.915686275,0.827170868,0.585154062,0.940022422,0.716246499,0.150140056,0.357422969,0.228011204,0.728291317,0.355742297,0.457927171,3
397,Felipe,Atlético Madrid,Centre-Back,br BRA,32,1504,es La Liga,26,15,0.83557423,0.627731092,0.33697479,0.228011204,0.717366947,0.915686275,0.827170868,0.585154062,0.940022422,0.716246499,0.150140056,0.357422969,0.228011204,0.728291317,0.355742297,0.457927171,3
398,Felipe,Atlético Madrid,Centre-Back,br BRA,31,2057,es La Liga,31,23,0.39859944,0.948179272,0.496078431,0.806722689,0.580112045,0.236134454,0.321848739,0.222128852,0.041199552,0.66302521,0.076470588,0.128011204,0.806722689,0.430532213,0.543137255,0.3232493,1
399,Felipe,Atlético Madrid,Centre-Back,br BRA,31,2057,es La Liga,31,23,0.39859944,0.948179272,0.496078431,0.806722689,0.580112045,0.236134454,0.321848739,0.222128852,0.041199552,0.66302521,0.076470588,0.128011204,0.806722689,0.430532213,0.543137255,0.3232493,1
400,Felipe,Atlético Madrid,Centre-Back,br BRA,30,2102,es La Liga,25,23,0.719047619,0.970028011,0.140336134,0.228011204,0.157142857,0.594117647,0.321848739,0.335854342,0.149383408,0.738095238,0.064705882,0.241736695,0.228011204,0.415406162,0.426610644,0.351708683,3
401,Felipe,Atlético Madrid,Centre-Back,br BRA,30,2102,es La Liga,25,23,0.719047619,0.970028011,0.140336134,0.228011204,0.157142857,0.594117647,0.321848739,0.335854342,0.149383408,0.738095238,0.064705882,0.241736695,0.228011204,0.415406162,0.426610644,0.351708683,3
402,Felipe,Hannover 96,Centre-Back,br BRA,31,1095,de Bundesliga,17,14,0.803641457,0.329691877,0.106722689,0.228011204,0.166106443,0.968907563,0.321848739,0.360504202,0.899383408,0.989635854,0.170028011,0.791316527,0.228011204,0.035854342,0.416526611,0.235630252,17
403,Felipe,Hannover 96,Centre-Back,br BRA,31,1095,de Bundesliga,17,14,0.803641457,0.329691877,0.106722689,0.228011204,0.166106443,0.968907563,0.321848739,0.360504202,0.899383408,0.989635854,0.170028011,0.791316527,0.228011204,0.035854342,0.416526611,0.235630252,17
404,Luiz Felipe,Betis,Centre-Back,it ITA,25,1763,es La Liga,23,22,0.834173669,0.086834734,0.537815126,0.228011204,0.117086835,0.236134454,0.321848739,0.151820728,0.496636771,0.540616246,0.216246499,0.046498599,0.228011204,0.35070028,0.331092437,0.269579832,6
405,Luiz Felipe,Lazio,Centre-Back,it ITA,24,2491,it Serie A,31,28,0.337815126,0.173109244,0.923809524,0.535294118,0.332212885,0.236134454,0.321848739,0.154061625,0.420683857,0.343417367,0.423529412,0.620168067,0.535294118,0.220168067,0.708683473,0.246330532,5
406,Luiz Felipe,Lazio,Centre-Back,it ITA,23,909,it Serie A,14,10,0.908683473,0.097478992,0.86442577,0.839215686,0.647619048,0.236134454,0.321848739,0.878991597,0.420683857,0.887955182,0.442577031,0.571428571,0.839215686,0.720448179,0.120448179,0.335798319,6
407,Luiz Felipe,Lazio,Centre-Back,it ITA,22,2024,it Serie A,26,24,0.454901961,0.072829132,0.728291317,0.814005602,0.191596639,0.607843137,0.774229692,0.493557423,0.646020179,0.788795518,0.615406162,0.630252101,0.814005602,0.440896359,0.642577031,0.126722689,4
408,Luiz Felipe,Lazio,Centre-Back,it ITA,21,1289,it Serie A,17,15,0.843137255,0.244257703,0.476190476,0.747058824,0.124369748,0.754621849,0.867787115,0.639215686,0.778587444,0.78627451,0.484313725,0.727170868,0.747058824,0.682352941,0.382633053,0.188179272,8
409,Edimilson Fernandes,Mainz 05,Centre-Back,ch SUI,26,2437,de Bundesliga,32,28,0.796638655,0.114285714,0.047619048,0.766946779,0.988795518,0.236134454,0.956862745,0.690196078,0.218329596,0.856022409,0.321568627,0.916526611,0.766946779,0.919887955,0.839215686,0.236078431,9
410,Edimilson Fernandes,Mainz 05,Centre-Back,ch SUI,24,841,de Bundesliga,14,9,0.133893557,0.208963585,0.084593838,0.228011204,0.857142857,0.236134454,0.952941176,0.988795518,0.30661435,0.994397759,0.315966387,0.996078431,0.228011204,0.989915966,0.482352941,0.211316527,12
411,Edimilson Fernandes,Mainz 05,Centre-Back,ch SUI,23,1484,de Bundesliga,24,18,0.646498599,0.185434174,0.518207283,0.678151261,0.882913165,0.688515406,0.321848739,0.938935574,0.718049327,0.838655462,0.665546218,0.992717087,0.678151261,0.893557423,0.893277311,0.310980392,13
412,Edimilson Fernandes,Fiorentina,Centre-Back,ch SUI,22,1970,it Serie A,29,23,0.783753501,0.028571429,0.436414566,0.228011204,0.91092437,0.836134454,0.321848739,0.948459384,0.885369955,0.337815126,0.828571429,0.99719888,0.228011204,0.985434174,0.31232493,0.386330532,16
413,Federico Fernández,Newcastle Utd,Centre-Back,ar ARG,32,523,eng Premier League,7,5,0.006162465,0.610644258,0.456022409,0.228011204,0.127170868,0.236134454,0.321848739,0.941176471,0.357623318,0.048179272,0.195518207,0.046498599,0.228011204,0.421288515,0.028291317,0.194397759,11
414,Federico Fernández,Newcastle Utd,Centre-Back,ar ARG,31,2079,eng Premier League,24,24,0.868907563,0.577591036,0.230252101,0.228011204,0.094117647,0.236134454,0.321848739,0.382633053,0.420683857,0.065546218,0.042577031,0.245938375,0.228011204,0.739215686,0.161904762,0.308571429,12
415,Federico Fernández,Newcastle Utd,Centre-Back,ar ARG,30,2620,eng Premier League,32,29,0.475070028,0.286834734,0.114845938,0.740336134,0.199159664,0.746778711,0.864145658,0.257142857,0.83632287,0.098039216,0.058823529,0.303081232,0.740336134,0.296918768,0.554061625,0.067114846,13
416,Federico Fernández,Newcastle Utd,Centre-Back,ar ARG,29,1484,eng Premier League,19,17,0.742857143,0.344257703,0.166386555,0.678151261,0.304201681,0.236134454,0.831372549,0.603921569,0.496636771,0.616246499,0.305882353,0.666666667,0.678151261,0.740056022,0.028291317,0.175910364,13
417,Joaquín Fernández,Valladolid,Centre-Back,es ESP,26,2156,es La Liga,27,24,0.949859944,0.647338936,0.348739496,0.57394958,0.081512605,0.588515406,0.321848739,0.300560224,0.778587444,0.288795518,0.107843137,0.122408964,0.57394958,0.154341737,0.227170868,0.29070028,18
418,Joaquín Fernández,Valladolid,Centre-Back,es ESP,26,2156,es La Liga,27,24,0.949859944,0.647338936,0.348739496,0.57394958,0.081512605,0.588515406,0.321848739,0.300560224,0.778587444,0.288795518,0.107843137,0.122408964,0.57394958,0.154341737,0.227170868,0.29070028,18
419,Joaquín Fernández,Valladolid,Centre-Back,es ESP,24,2073,es La Liga,25,24,0.209243697,0.082633053,0.16442577,0.228011204,0.195798319,0.600280112,0.321848739,0.384033613,0.357623318,0.81092437,0.122408964,0.69719888,0.228011204,0.16442577,0.316246499,0.084817927,19
420,Joaquín Fernández,Valladolid,Centre-Back,es ESP,24,2073,es La Liga,25,24,0.209243697,0.082633053,0.16442577,0.228011204,0.195798319,0.600280112,0.321848739,0.384033613,0.357623318,0.81092437,0.122408964,0.69719888,0.228011204,0.16442577,0.316246499,0.084817927,19
421,Joaquín Fernández,Valladolid,Centre-Back,es ESP,23,1659,es La Liga,20,19,0.966106443,0.653501401,0.212044818,0.228011204,0.140896359,0.889355742,0.321848739,0.723529412,0.940022422,0.749859944,0.542016807,0.715686275,0.228011204,0.540336134,0.780672269,0.348907563,13
422,Joaquín Fernández,Valladolid,Centre-Back,es ESP,23,1659,es La Liga,20,19,0.966106443,0.653501401,0.212044818,0.228011204,0.140896359,0.889355742,0.321848739,0.723529412,0.940022422,0.749859944,0.542016807,0.715686275,0.228011204,0.540336134,0.780672269,0.348907563,13
423,Joaquín Fernández,Valladolid,Centre-Back,es ESP,22,839,es La Liga,13,9,0.385154062,0.862464986,0.146498599,0.228011204,0.078151261,0.884313725,0.321848739,0.658823529,0.747477578,0.79047619,0.123529412,0.046498599,0.228011204,0.215686275,0.028291317,0.248851541,16
424,Joaquín Fernández,Valladolid,Centre-Back,es ESP,22,839,es La Liga,13,9,0.385154062,0.862464986,0.146498599,0.228011204,0.078151261,0.884313725,0.321848739,0.658823529,0.747477578,0.79047619,0.123529412,0.046498599,0.228011204,0.215686275,0.028291317,0.248851541,16
425,Alex Ferrari,Sampdoria,Centre-Back,it ITA,28,868,it Serie A,12,10,0.238655462,0.453781513,0.502521008,0.228011204,0.817366947,0.236134454,0.321848739,0.625210084,0.496636771,0.84929972,0.356862745,0.77254902,0.228011204,0.748459384,0.227170868,0.356862745,20
426,Alex Ferrari,Cremonese,Centre-Back,it ITA,28,1007,it Serie A,16,13,0.731652661,0.595518207,0.10140056,0.816246499,0.783193277,0.236134454,0.321848739,0.684593838,0.646020179,0.932773109,0.301960784,0.253221289,0.816246499,0.656022409,0.227170868,0.279103641,19
427,Alex Ferrari,Sampdoria,Centre-Back,it ITA,27,1643,it Serie A,23,20,0.383753501,0.207282913,0.416246499,0.647619048,0.713165266,0.660504202,0.321848739,0.424089636,0.778587444,0.903641457,0.215686275,0.487955182,0.647619048,0.222969188,0.066106443,0.214565826,15
428,Alex Ferrari,Sampdoria,Centre-Back,it ITA,26,880,it Serie A,12,11,0.491876751,0.642577031,0.491316527,0.228011204,0.614845938,0.236134454,0.944537815,0.901960784,0.646020179,0.948459384,0.567507003,0.862184874,0.228011204,0.854341737,0.227170868,0.402521008,9
429,Alex Ferrari,Sampdoria,Centre-Back,it ITA,25,1005,it Serie A,12,11,0.900280112,0.198879552,0.133893557,0.228011204,0.763585434,0.236134454,0.321848739,0.59719888,0.149383408,0.24789916,0.217366947,0.710364146,0.228011204,0.445378151,0.771988796,0.35372549,15
430,Alex Ferrari,Sampdoria,Centre-Back,it ITA,24,540,it Serie A,6,6,0.968627451,0.812044818,0.719327731,0.228011204,0.184033613,0.236134454,0.321848739,0.867226891,0.646020179,0.6,0.221848739,0.492997199,0.228011204,0.035854342,0.088515406,0.491204482,9
431,Wesley Fofana,Chelsea,Centre-Back,fr FRA,21,1183,eng Premier League,15,12,0.681232493,0.658823529,0.870588235,0.947338936,0.429131653,0.78487395,0.321848739,0.843697479,0.747477578,0.621848739,0.566386555,0.886834734,0.947338936,0.345658263,0.713165266,0.338487395,12
432,Wesley Fofana,Leicester City,Centre-Back,fr FRA,20,630,eng Premier League,7,7,0.805882353,0.812044818,0.892436975,0.936134454,0.753221289,0.236134454,0.321848739,0.861064426,0.357623318,0.738935574,0.733613445,0.735014006,0.936134454,0.700840336,0.901960784,0.465490196,8
433,Wesley Fofana,Leicester City,Centre-Back,fr FRA,19,2262,eng Premier League,28,27,0.953501401,0.670028011,0.765826331,0.228011204,0.925490196,0.236134454,0.321848739,0.426330532,0.124439462,0.962464986,0.666106443,0.898039216,0.228011204,0.594957983,0.865546218,0.617366947,5
434,Wesley Fofana,Saint-Étienne,Centre-Back,fr FRA,18,1215,fr Ligue 1,14,13,0.590756303,0.978711485,0.382633053,0.996078431,0.807282913,0.774229692,0.321848739,0.478431373,0.689742152,0.979551821,0.309803922,0.833053221,0.996078431,0.334733894,0.095798319,0.352661064,17
435,José Fonte,Lille,Centre-Back,pt POR,38,2592,fr Ligue 1,31,30,0.622969188,0.705882353,0.896358543,0.745658263,0.324929972,0.53557423,0.321848739,0.178151261,0.357623318,0.128291317,0.607843137,0.2,0.745658263,0.299159664,0.383193277,0.360896359,5
436,José Fonte,Lille,Centre-Back,pt POR,37,3420,fr Ligue 1,38,38,0.158263305,0.744537815,0.68627451,0.456022409,0.530812325,0.236134454,0.800280112,0.237535014,0.053251121,0.307563025,0.504201681,0.149019608,0.456022409,0.645098039,0.409803922,0.332773109,10
437,José Fonte,Lille,Centre-Back,pt POR,36,3185,fr Ligue 1,36,36,0.761344538,0.839215686,0.891316527,0.464985994,0.614005602,0.811764706,0.321848739,0.378711485,0.899383408,0.205602241,0.700280112,0.094117647,0.464985994,0.693837535,0.632492997,0.528179272,1
438,José Fonte,Lille,Centre-Back,pt POR,35,2205,fr Ligue 1,25,25,0.262184874,0.617927171,0.714285714,0.569187675,0.51372549,0.583473389,0.757983193,0.281792717,0.261491031,0.29719888,0.582633053,0.233053221,0.569187675,0.60952381,0.309803922,0.307787115,4
439,José Fonte,Lille,Centre-Back,pt POR,34,3110,fr Ligue 1,36,36,0.213445378,0.954621849,0.777030812,0.471708683,0.536134454,0.821288515,0.659383754,0.243137255,0.031390135,0.244257703,0.833613445,0.443137255,0.471708683,0.577591036,0.34789916,0.401904762,2
440,Steven Fortes,Lens,Centre-Back,cv CPV,28,1435,fr Ligue 1,18,16,0.664985994,0.601120448,0.719887955,0.228011204,0.317086835,0.236134454,0.321848739,0.516526611,0.357623318,0.725490196,0.737254902,0.180112045,0.228011204,0.259103641,0.143977591,0.415014006,7
441,Marco Friedl,Werder Bremen,Centre-Back,at AUT,24,2594,de Bundesliga,30,30,0.970868347,0.143417367,0.461064426,0.524369748,0.991036415,0.236134454,0.321848739,0.398319328,0.30661435,0.862745098,0.729971989,0.77535014,0.524369748,0.678991597,0.559663866,0.408403361,13
442,Marco Friedl,Werder Bremen,Centre-Back,at AUT,22,2785,de Bundesliga,32,31,0.813445378,0.216806723,0.333893557,0.500560224,0.521568627,0.236134454,0.321848739,0.45210084,0.357623318,0.769187675,0.745658263,0.63697479,0.500560224,0.636414566,0.670028011,0.277030812,17
443,Marco Friedl,Werder Bremen,Centre-Back,at AUT,21,2183,de Bundesliga,27,24,0.876190476,0.157422969,0.177591036,0.228011204,0.585434174,0.585434174,0.967507003,0.834733894,0.689742152,0.522128852,0.589915966,0.975910364,0.228011204,0.97254902,0.684593838,0.31372549,16
444,Marvin Friedrich,M'Gladbach,Centre-Back,de GER,26,1248,de Bundesliga,23,13,0.592156863,0.529691877,0.752941176,0.228011204,0.340616246,0.765546218,0.321848739,0.715966387,0.689742152,0.08907563,0.340616246,0.439495798,0.228011204,0.80952381,0.575070028,0.397478992,10
445,Marvin Friedrich,M'Gladbach,Centre-Back,de GER,25,600,de Bundesliga,8,7,0.498039216,0.881232493,0.8767507,0.228011204,0.638655462,0.236134454,0.321848739,0.262745098,0.420683857,0.073389356,0.433613445,0.046498599,0.228011204,0.035854342,0.093557423,0.533333333,10
446,Marvin Friedrich,Union Berlin,Centre-Back,de GER,25,1169,de Bundesliga,13,13,0.005042017,0.393277311,0.115406162,0.228011204,0.740616246,0.236134454,0.321848739,0.769747899,0.101457399,0.765266106,0.453781513,0.847619048,0.228011204,0.835854342,0.722689076,0.205266106,5
447,Marvin Friedrich,Union Berlin,Centre-Back,de GER,24,3060,de Bundesliga,34,34,0.544537815,0.508123249,0.302521008,0.228011204,0.721008403,0.953501401,0.821568627,0.391036415,0.997757848,0.629411765,0.647619048,0.514845938,0.228011204,0.887394958,0.768067227,0.369635854,7
448,Marvin Friedrich,Union Berlin,Centre-Back,de GER,23,2789,de Bundesliga,31,31,0.786554622,0.443697479,0.125490196,0.228011204,0.746218487,0.717647059,0.321848739,0.404481793,0.30661435,0.482352941,0.514845938,0.693557423,0.228011204,0.114285714,0.606162465,0.374789916,11
449,Matteo Gabbia,Milan,Centre-Back,it ITA,22,613,it Serie A,12,6,0.654901961,0.891036415,0.362464986,0.228011204,0.545098039,0.236134454,0.321848739,0.875630252,0.646020179,0.063305322,0.23697479,0.046498599,0.228011204,0.035854342,0.028291317,0.445098039,4
450,Matteo Gabbia,Milan,Centre-Back,it ITA,21,537,it Serie A,8,6,0.570308123,0.580392157,0.782072829,0.228011204,0.145658263,0.236134454,0.321848739,0.870308123,0.575952915,0.467787115,0.661064426,0.046498599,0.228011204,0.403081232,0.028291317,0.370084034,1
451,Matteo Gabbia,Milan,Centre-Back,it ITA,20,557,it Serie A,8,7,0.318207283,0.705322129,0.900280112,0.228011204,0.509243697,0.236134454,0.321848739,0.712605042,0.30661435,0.014005602,0.556302521,0.046498599,0.228011204,0.035854342,0.028291317,0.441008403,2
452,Matteo Gabbia,Milan,Centre-Back,it ITA,19,680,it Serie A,9,6,0.63837535,0.931092437,0.777591036,0.228011204,0.493837535,0.236134454,0.321848739,0.945658263,0.496636771,0.342296919,0.53837535,0.046498599,0.228011204,0.280952381,0.028291317,0.522577031,6
453,Álvaro García,Rayo Vallecano,Centre-Back,es ESP,29,2870,es La Liga,35,34,0.394677871,0.217927171,0.010644258,0.490756303,0.657142857,0.961064426,0.985994398,0.90140056,0.94955157,0.23977591,0.242016807,0.922689076,0.490756303,0.993837535,0.067787115,0.157927171,11
454,Álvaro García,Rayo Vallecano,Centre-Back,es ESP,28,2998,es La Liga,36,34,0.254341737,0.033613445,0.006162465,0.228011204,0.612885154,0.982633053,0.964145658,0.862745098,0.966647982,0.403921569,0.352941176,0.850420168,0.228011204,0.99047619,0.087394958,0.135798319,12
455,Álvaro García,Rayo Vallecano,Centre-Back,es ESP,25,1766,es La Liga,35,17,0.936134454,0.019047619,0.004481793,0.228011204,0.255462185,0.982072829,0.942857143,0.936694678,0.496636771,0.180952381,0.141736695,0.99047619,0.228011204,0.981512605,0.121008403,0.197422969,20
456,David García,Osasuna,Centre-Back,es ESP,28,2680,es La Liga,32,31,0.37394958,0.873109244,0.340336134,0.228011204,0.548739496,0.73977591,0.321848739,0.235014006,0.940022422,0.610364146,0.626890756,0.195798319,0.228011204,0.404481793,0.552380952,0.38162465,7
457,David García,Osasuna,Centre-Back,es ESP,28,2680,es La Liga,32,31,0.37394958,0.873109244,0.340336134,0.228011204,0.548739496,0.73977591,0.321848739,0.235014006,0.940022422,0.610364146,0.626890756,0.195798319,0.228011204,0.404481793,0.552380952,0.38162465,7
458,David García,Osasuna,Centre-Back,es ESP,27,3105,es La Liga,35,35,0.133893557,0.976190476,0.25070028,0.228011204,0.812605042,0.907282913,0.321848739,0.303361345,0.993553812,0.604761905,0.592997199,0.247058824,0.228011204,0.642296919,0.348739496,0.38907563,10
459,David García,Osasuna,Centre-Back,es ESP,27,3105,es La Liga,35,35,0.133893557,0.976190476,0.25070028,0.228011204,0.812605042,0.907282913,0.321848739,0.303361345,0.993553812,0.604761905,0.592997199,0.247058824,0.228011204,0.642296919,0.348739496,0.38907563,10
460,David García,Osasuna,Centre-Back,es ESP,26,3150,es La Liga,35,35,0.419887955,0.983473389,0.059663866,0.228011204,0.398039216,0.482913165,0.321848739,0.015966387,0.575952915,0.722969188,0.632212885,0.338095238,0.228011204,0.311204482,0.345938375,0.326610644,11
461,David García,Osasuna,Centre-Back,es ESP,26,3150,es La Liga,35,35,0.419887955,0.983473389,0.059663866,0.228011204,0.398039216,0.482913165,0.321848739,0.015966387,0.575952915,0.722969188,0.632212885,0.338095238,0.228011204,0.311204482,0.345938375,0.326610644,11
462,David García,Osasuna,Centre-Back,es ESP,25,2793,es La Liga,32,31,0.268627451,0.994677871,0.046778711,0.708403361,0.341456583,0.236134454,0.321848739,0.160504202,0.024663677,0.643977591,0.457422969,0.184033613,0.708403361,0.479831933,0.271428571,0.188627451,10
463,David García,Osasuna,Centre-Back,es ESP,25,2793,es La Liga,32,31,0.268627451,0.994677871,0.046778711,0.708403361,0.341456583,0.236134454,0.321848739,0.160504202,0.024663677,0.643977591,0.457422969,0.184033613,0.708403361,0.479831933,0.271428571,0.188627451,10
464,Eric García,Barcelona,Centre-Back,es ESP,21,1417,es La Liga,24,15,0.755742297,0.41232493,0.945098039,0.698319328,0.642577031,0.710084034,0.321848739,0.593277311,0.261491031,0.356582633,0.969747899,0.380112045,0.698319328,0.11232493,0.271428571,0.411484594,1
465,Eric García,Barcelona,Centre-Back,es ESP,20,2039,es La Liga,26,23,0.632492997,0.401120448,0.973109244,0.917647059,0.147338936,0.236134454,0.321848739,0.719887955,0.496636771,0.83977591,0.954061625,0.129411765,0.917647059,0.437535014,0.317647059,0.247282913,2
466,Eric García,Manchester City,Centre-Back,es ESP,18,793,eng Premier League,13,8,0.008963585,0.014005602,0.982633053,0.228011204,0.178151261,0.236134454,0.321848739,0.802240896,0.30661435,0.874509804,0.951260504,0.046498599,0.228011204,0.569187675,0.906442577,0.191148459,2
467,Unai García,Osasuna,Centre-Back,es ESP,30,1713,es La Liga,21,20,0.312605042,0.377591036,0.239215686,0.860504202,0.303081232,0.236134454,0.798879552,0.121568627,0.496636771,0.196078431,0.381512605,0.698879552,0.860504202,0.364985994,0.479551821,0.074397759,7
468,Unai García,Osasuna,Centre-Back,es ESP,29,1408,es La Liga,18,15,0.352941176,0.183753501,0.083473389,0.228011204,0.32605042,0.236134454,0.321848739,0.204761905,0.420683857,0.526890756,0.280112045,0.382633053,0.228011204,0.474509804,0.528851541,0.143641457,10
