,Player,team_name,sub_position,Nation,Age,minutes_played,competition,matches_played,Starts,Rank_Defensive Duels SEPI,Rank_Aerial SEPI,Rank_Passing SEPI,Rank_p90_pmin_errors,Rank_p90_pmin_ball_recoveries,Rank_p90_pmin_Gls,Rank_p90_pmin_Ast,Rank_p90_pmin_shot_creating_actions_p90,Rank_G-xG,Rank_p90_pmin_interceptions,Rank_p90_pmin_progressive_passes,Rank_p90_pmin_dispossessed,Rank_p90_pmin_errors,Rank_p90_pmin_key_passes,Rank_Dribble SEPI,Position Specific Index,Team Final League Ranking
6225,Álvaro García,Rayo Vallecano,Left Winger,es ESP,25,1766,es La Liga,35,17,0.93684669,0.344512195,0.066637631,0.411713287,0.481206294,0.558797909,0.364547038,0.181381119,0.470510563,0.817508711,0.134178322,0.298513986,0.411713287,0.276660839,0.388066202,0.278877917,20
6226,Rubén García,Osasuna,Left Winger,es ESP,29,1159,es La Liga,29,11,0.419860627,0.035714286,0.569686411,0.411713287,0.756993007,0.417247387,0.552264808,0.793706294,0.574823944,0.783101045,0.484265734,0.104895105,0.411713287,0.810314685,0.266550523,0.498883086,7
6227,Rubén García,Osasuna,Left Winger,es ESP,28,2375,es La Liga,37,30,0.659407666,0.477351916,0.524390244,0.411713287,0.700174825,0.143728223,0.74912892,0.398601399,0.066461268,0.767421603,0.638111888,0.081293706,0.411713287,0.881993007,0.477351916,0.467097798,10
6228,Rubén García,Osasuna,Left Winger,es ESP,27,2718,es La Liga,37,33,0.566202091,0.534843206,0.173344948,0.411713287,0.693181818,0.274390244,0.592334495,0.116258741,0.631161972,0.81184669,0.528846154,0.246503497,0.411713287,0.72465035,0.517421603,0.381676251,11
6229,Rubén García,Osasuna,Left Winger,es ESP,26,2188,es La Liga,30,25,0.476480836,0.051393728,0.360627178,0.876748252,0.736888112,0.779181185,0.291811847,0.494755245,0.72403169,0.344076655,0.851398601,0.421328671,0.876748252,0.840909091,0.756097561,0.496902053,10
6230,Alejandro Garnacho,Manchester Utd,Left Winger,ar ARG,18,569,eng Premier League,19,5,0.081881533,0.143728223,0.732578397,0.411713287,0.414335664,0.915505226,0.892857143,0.951048951,0.532130282,0.692508711,0.137237762,0.83041958,0.411713287,0.043706294,0.010452962,0.342498094,3
6231,Bryan Gil,Sevilla,Left Winger,es ESP,21,918,es La Liga,17,10,0.219076655,0.516550523,0.667247387,0.411713287,0.881118881,0.542682927,0.68641115,0.652097902,0.264524648,0.68641115,0.200174825,0.655157343,0.411713287,0.135926573,0.150696864,0.341968136,12
6232,Bryan Gil,Valencia,Left Winger,es ESP,20,753,es La Liga,13,9,0.675522648,0.342334495,0.116724739,0.411713287,0.911713287,0.068815331,0.421167247,0.854895105,0.153609155,0.037456446,0.48513986,0.376748252,0.411713287,0.38548951,0.385888502,0.378745819,9
6233,Bryan Gil,Eibar,Left Winger,es ESP,19,2265,es La Liga,28,26,0.641114983,0.225609756,0.296167247,0.411713287,0.76048951,0.432926829,0.418118467,0.395104895,0.631161972,0.597560976,0.494755245,0.444055944,0.411713287,0.816433566,0.714285714,0.441900434,20
6234,Bryan Gil,Leganés,Left Winger,es ESP,18,558,es La Liga,12,4,0.219076655,0.297909408,0.152439024,0.411713287,0.910839161,0.43989547,0.084494774,0.982517483,0.532130282,0.381533101,0.112762238,0.891608392,0.411713287,0.807692308,0.356271777,0.384300369,18
6235,Serge Gnabry,Bayern Munich,Right Winger,de GER,27,1941,de Bundesliga,34,22,0.786585366,0.62630662,0.808362369,0.892482517,0.336538462,0.982578397,0.760452962,0.501748252,0.926056338,0.415505226,0.673076923,0.309440559,0.892482517,0.673076923,0.253484321,0.456919822,1
6236,Serge Gnabry,Bayern Munich,Right Winger,de GER,26,2185,de Bundesliga,34,25,0.864982578,0.287456446,0.858885017,0.411713287,0.856643357,0.965156794,0.701219512,0.495629371,0.991637324,0.486933798,0.878496503,0.133741259,0.411713287,0.827797203,0.862369338,0.653582045,1
6237,Serge Gnabry,Bayern Munich,Right Winger,de GER,25,1644,de Bundesliga,27,20,0.159407666,0.489547038,0.804878049,0.411713287,0.612762238,0.951219512,0.387630662,0.729895105,0.878521127,0.950348432,0.874125874,0.340034965,0.411713287,0.868006993,0.351045296,0.508646406,1
6238,Serge Gnabry,Bayern Munich,Right Winger,de GER,24,2193,de Bundesliga,31,26,0.081010453,0.547909408,0.809233449,0.875874126,0.172202797,0.926829268,0.951219512,0.453671329,0.213908451,0.571428571,0.666083916,0.206293706,0.875874126,0.878496503,0.74912892,0.56075066,1
6239,Serge Gnabry,Bayern Munich,Right Winger,de GER,23,1762,de Bundesliga,30,21,0.482578397,0.506097561,0.8771777,0.411713287,0.548951049,0.93815331,0.804006969,0.550699301,0.684419014,0.475609756,0.604458042,0.560314685,0.411713287,0.496503497,0.271777003,0.435682349,1
6240,Moi Gómez,Osasuna,Left Winger,es ESP,28,2453,es La Liga,33,28,0.612369338,0.398083624,0.952090592,0.86013986,0.912587413,0.300522648,0.261324042,0.229895105,0.818221831,0.239547038,0.951923077,0.076923077,0.86013986,0.812937063,0.74825784,0.455514433,7
6241,Moi Gómez,Villarreal,Left Winger,es ESP,27,1286,es La Liga,29,13,0.148954704,0.741289199,0.825783972,0.411713287,0.715909091,0.381968641,0.5,0.559440559,0.352552817,0.297909408,0.861013986,0.340909091,0.411713287,0.466783217,0.6271777,0.41576716,7
6242,Moi Gómez,Villarreal,Left Winger,es ESP,26,2563,es La Liga,35,29,0.351045296,0.177700348,0.910278746,0.411713287,0.796328671,0.384146341,0.084494774,0.058566434,0.574823944,0.261759582,0.731643357,0.221153846,0.411713287,0.331293706,0.56184669,0.285074681,7
6243,Moi Gómez,Villarreal,Left Winger,es ESP,25,2319,es La Liga,37,26,0.818815331,0.472996516,0.850174216,0.411713287,0.791958042,0.538327526,0.551393728,0.184440559,0.863116197,0.818815331,0.629370629,0.113636364,0.411713287,0.329545455,0.326655052,0.372669143,5
6244,Moi Gómez,Huesca,Left Winger,es ESP,24,3055,es La Liga,36,35,0.731707317,0.742160279,0.807491289,0.411713287,0.975524476,0.175087108,0.702090592,0.08479021,0.502200704,0.714285714,0.88548951,0.222902098,0.411713287,0.565559441,0.621080139,0.41446141,19
6245,Papu Gómez,Sevilla,Left Winger,ar ARG,34,1065,es La Liga,19,11,0.446864111,0.710801394,0.930313589,0.411713287,0.192307692,0.238240418,0.297909408,0.798076923,0.407130282,0.209059233,0.956293706,0.248251748,0.411713287,0.381118881,0.192508711,0.264558612,12
6246,Papu Gómez,Sevilla,Left Winger,ar ARG,33,1784,es La Liga,29,19,0.420731707,0.513937282,0.951219512,0.979895105,0.284965035,0.651567944,0.201219512,0.336538462,0.934419014,0.223867596,0.884615385,0.434440559,0.979895105,0.368006993,0.516550523,0.274915416,4
6247,Papu Gómez,Atalanta,Left Winger,ar ARG,32,666,it Serie A,10,9,0.403310105,0.68989547,0.927700348,0.411713287,0.917832168,0.948606272,0.829268293,0.981643357,0.830985915,0.048780488,0.990384615,0.390734266,0.411713287,0.949300699,0.905923345,0.734548552,3
6248,Papu Gómez,Sevilla,Left Winger,ar ARG,32,914,es La Liga,18,11,0.615853659,0.611498258,0.958188153,0.411713287,0.560314685,0.726480836,0.351045296,0.812937063,0.902288732,0.610627178,0.843531469,0.553321678,0.411713287,0.679195804,0.515679443,0.441761636,4
6249,Papu Gómez,Atalanta,Left Winger,ar ARG,31,2842,it Serie A,36,34,0.174216028,0.585365854,0.886759582,0.84527972,0.673513986,0.591898955,0.983449477,0.535839161,0.289172535,0.449477352,0.983391608,0.36451049,0.84527972,0.991258741,0.775261324,0.598101594,3
6250,Papu Gómez,Atalanta,Left Winger,ar ARG,30,2899,it Serie A,35,34,0.595818815,0.74825784,0.785714286,0.411713287,0.513986014,0.581881533,0.914634146,0.597902098,0.153609155,0.396341463,0.965034965,0.873251748,0.411713287,0.997377622,0.833623693,0.50945048,3
6251,Diego González,Elche,Left Winger,es ESP,27,958,es La Liga,16,8,0.465156794,0.989547038,0.738675958,0.976398601,0.407342657,0.068815331,0.084494774,0.000874126,0.289172535,0.572299652,0.039335664,0.024475524,0.976398601,0.001311189,0.392421603,0.132969165,20
6252,Diego González,Elche,Left Winger,es ESP,26,1793,es La Liga,28,19,0.673344948,0.862369338,0.853658537,0.411713287,0.356643357,0.068815331,0.084494774,0.006993007,0.437059859,0.804878049,0.015734266,0.004370629,0.411713287,0.013111888,0.483449477,0.144162458,13
6253,Diego González,Elche,Left Winger,es ESP,25,1280,es La Liga,19,15,0.507839721,0.973867596,0.967770035,0.943181818,0.586538462,0.203832753,0.084494774,0.017482517,0.684419014,0.945993031,0.311188811,0.017482517,0.943181818,0.008741259,0.75,0.233372464,17
6254,Nicolás González,Fiorentina,Right Winger,ar ARG,24,1354,it Serie A,24,13,0.486933798,0.995644599,0.244773519,0.411713287,0.268356643,0.866289199,0.238675958,0.726398601,0.31778169,0.141114983,0.822552448,0.167832168,0.411713287,0.421328671,0.028745645,0.340280364,8
6255,Nicolás González,Valencia,Right Winger,es ESP,20,1405,es La Liga,26,18,0.464285714,0.977351916,0.957317073,0.411713287,0.870629371,0.18858885,0.230836237,0.277097902,0.382042254,0.907665505,0.876748252,0.180944056,0.411713287,0.127622378,0.912891986,0.346674667,16
6256,Nicolás González,Fiorentina,Right Winger,ar ARG,23,2357,it Serie A,33,26,0.739547038,0.927700348,0.552264808,0.863636364,0.162587413,0.681184669,0.75174216,0.288461538,0.019366197,0.697735192,0.589160839,0.479020979,0.863636364,0.51486014,0.432055749,0.335981527,7
6257,Nicolás González,Barcelona,Right Winger,es ESP,19,1114,es La Liga,27,12,0.901567944,0.410278746,0.970383275,0.411713287,0.72027972,0.440766551,0.289198606,0.670454545,0.684419014,0.383275261,0.880244755,0.515734266,0.411713287,0.307692308,0.982578397,0.413605123,2
6258,Nicolás González,Stuttgart,Right Winger,ar ARG,22,934,de Bundesliga,15,10,0.783972125,0.963414634,0.047038328,0.411713287,0.019230769,0.966027875,0.671602787,0.786713287,0.153609155,0.259581882,0.327797203,0.337412587,0.411713287,0.365384615,0.840592334,0.473162726,9
6259,Nicolás González,Stuttgart,Right Winger,ar ARG,20,2162,de Bundesliga,30,23,0.701219512,0.968641115,0.030487805,0.411713287,0.11451049,0.231707317,0.443379791,0.253496503,0.010123239,0.354529617,0.188811189,0.647727273,0.411713287,0.394230769,0.909407666,0.242715038,16
6260,Anthony Gordon,Everton,Left Winger,eng ENG,21,1095,eng Premier League,16,12,0.925087108,0.044425087,0.202961672,0.411713287,0.486013986,0.642857143,0.084494774,0.365384615,0.437059859,0.195993031,0.075174825,0.716783217,0.411713287,0.082167832,0.016550523,0.137240808,17
6261,Anthony Gordon,Everton,Left Winger,eng ENG,20,2285,eng Premier League,35,25,0.691637631,0.301393728,0.135888502,0.411713287,0.472027972,0.426829268,0.279616725,0.19493007,0.659771127,0.745644599,0.158216783,0.464160839,0.411713287,0.495629371,0.360627178,0.252214249,16
6262,Demarai Gray,Everton,Left Winger,jm JAM,26,2507,eng Premier League,33,27,0.81445993,0.132404181,0.272648084,0.411713287,0.140734266,0.393728223,0.176829268,0.20541958,0.054137324,0.364111498,0.092657343,0.877622378,0.411713287,0.461538462,0.077526132,0.082593365,17
6263,Demarai Gray,Everton,Left Winger,jm JAM,25,2338,eng Premier League,34,28,0.62543554,0.156794425,0.397212544,0.865384615,0.228146853,0.534843206,0.547473868,0.245629371,0.760123239,0.487804878,0.233391608,0.414335664,0.865384615,0.618006993,0.540069686,0.328547759,16
6264,Demarai Gray,Leicester City,Left Winger,jm JAM,23,622,eng Premier League,21,3,0.219076655,0.25,0.894599303,0.411713287,0.637237762,0.716027875,0.963414634,0.986013986,0.289172535,0.640243902,0.461538462,0.946678322,0.411713287,0.910839161,0.12630662,0.484737388,5
6265,Demarai Gray,Leicester City,Left Winger,jm JAM,22,1985,eng Premier League,34,23,0.166376307,0.183797909,0.444250871,0.411713287,0.44493007,0.505226481,0.195121951,0.160839161,0.382042254,0.290069686,0.277097902,0.637237762,0.411713287,0.130244755,0.722125436,0.217321442,9
6266,Jack Grealish,Manchester City,Left Winger,eng ENG,26,2055,eng Premier League,28,23,0.62369338,0.787456446,0.93554007,0.411713287,0.558566434,0.587979094,0.879790941,0.534965035,0.631161972,0.175958188,0.787587413,0.347902098,0.411713287,0.881118881,0.101045296,0.456509083,1
6267,Jack Grealish,Manchester City,Left Winger,eng ENG,25,1914,eng Premier League,26,22,0.925958188,0.413763066,0.948606272,0.411713287,0.057692308,0.387630662,0.503484321,0.70541958,0.044894366,0.25,0.825174825,0.398164336,0.411713287,0.937937063,0.755226481,0.421318011,1
6268,Jack Grealish,Aston Villa,Left Winger,eng ENG,24,2185,eng Premier League,26,24,0.099303136,0.828397213,0.829268293,0.987762238,0.657342657,0.643728223,0.952961672,0.747377622,0.818221831,0.392857143,0.971153846,0.572552448,0.987762238,0.993881119,0.915505226,0.619749153,11
6269,Jack Grealish,Aston Villa,Left Winger,eng ENG,23,3233,eng Premier League,36,36,0.56010453,0.767421603,0.81097561,0.825174825,0.695804196,0.595818815,0.597560976,0.354020979,0.794454225,0.534843206,0.895979021,0.589160839,0.825174825,0.943181818,0.845818815,0.491863537,17
6270,Vincenzo Grifo,Freiburg,Left Winger,it ITA,29,2408,de Bundesliga,33,30,0.355400697,0.831010453,0.643728223,0.411713287,0.821678322,0.960801394,0.654181185,0.47027972,0.981514085,0.62543554,0.839160839,0.218968531,0.411713287,0.851398601,0.663763066,0.600447679,5
6271,Vincenzo Grifo,Freiburg,Left Winger,it ITA,28,2775,de Bundesliga,34,33,0.340592334,0.837108014,0.616724739,0.411713287,0.66958042,0.719512195,0.74825784,0.332167832,0.601672535,0.303135889,0.835664336,0.160839161,0.411713287,0.869755245,0.711672474,0.555729549,6
6272,Vincenzo Grifo,Freiburg,Left Winger,it ITA,27,2313,de Bundesliga,31,27,0.082752613,0.848432056,0.599303136,0.868881119,0.699300699,0.81010453,0.944250871,0.507867133,0.743838028,0.852787456,0.881118881,0.381118881,0.868881119,0.942307692,0.573170732,0.585126111,10
6273,Vincenzo Grifo,Freiburg,Left Winger,it ITA,26,1618,de Bundesliga,26,17,0.588850174,0.617595819,0.559233449,0.913461538,0.664335664,0.594076655,0.967770035,0.723776224,0.659771127,0.682491289,0.821678322,0.418706294,0.913461538,0.901223776,0.453832753,0.555186973,8
6274,Vincenzo Grifo,Freiburg,Left Winger,it ITA,25,1427,de Bundesliga,16,16,0.370209059,0.554006969,0.705574913,0.411713287,0.806818182,0.843205575,0.659407666,0.769230769,0.907130282,0.041811847,0.774475524,0.554195804,0.411713287,0.883741259,0.918989547,0.618171028,13
6275,Gonçalo Guedes,Wolves,Left Winger,pt POR,25,707,eng Premier League,13,8,0.797038328,0.524390244,0.216898955,0.411713287,0.379370629,0.349303136,0.450348432,0.906468531,0.470510563,0.042682927,0.163461538,0.148601399,0.411713287,0.357954545,0.138501742,0.347620803,13
6276,Gonçalo Guedes,Valencia,Left Winger,pt POR,24,2606,es La Liga,36,30,0.548780488,0.56445993,0.12456446,0.411713287,0.196678322,0.845818815,0.705574913,0.222902098,0.97931338,0.179442509,0.746503497,0.562937063,0.411713287,0.552447552,0.532229965,0.356102086,9
6277,Gonçalo Guedes,Valencia,Left Winger,pt POR,23,2287,es La Liga,31,27,0.540940767,0.635888502,0.381533101,0.411713287,0.187937063,0.545296167,0.68728223,0.337412587,0.80721831,0.18728223,0.811188811,0.747377622,0.411713287,0.47027972,0.943379791,0.346315705,13
6278,Gonçalo Guedes,Valencia,Left Winger,pt POR,22,1266,es La Liga,21,14,0.5,0.150696864,0.600174216,0.411713287,0.402097902,0.389372822,0.507839721,0.628496503,0.760123239,0.398954704,0.770541958,0.482517483,0.411713287,0.395979021,0.902439024,0.391958216,9
6279,Gonçalo Guedes,Valencia,Left Winger,pt POR,21,1465,es La Liga,25,18,0.031358885,0.797038328,0.451219512,0.411713287,0.628496503,0.7521777,0.645905923,0.579982517,0.930457746,0.31010453,0.923076923,0.472902098,0.411713287,0.434440559,0.883275261,0.493053767,4
6280,Emmanuel Gyasi,Spezia,Left Winger,gh GHA,28,2810,it Serie A,35,35,0.477351916,0.141986063,0.691637631,0.411713287,0.223776224,0.18858885,0.084494774,0.02534965,0.079665493,0.133275261,0.09527972,0.387237762,0.411713287,0.097902098,0.090592334,0.046209453,18
6281,Emmanuel Gyasi,Spezia,Left Winger,gh GHA,27,3035,it Serie A,36,35,0.700348432,0.199477352,0.743902439,0.836538462,0.460664336,0.496515679,0.084494774,0.024475524,0.631161972,0.37456446,0.042832168,0.527097902,0.836538462,0.078671329,0.648954704,0.180954063,16
6282,Emmanuel Gyasi,Spezia,Left Winger,gh GHA,26,2851,it Serie A,37,32,0.293554007,0.351045296,0.790069686,0.411713287,0.341783217,0.347560976,0.660278746,0.033216783,0.213908451,0.329268293,0.208916084,0.417832168,0.411713287,0.173076923,0.68641115,0.260642232,15
6283,André Hahn,Augsburg,Right Winger,de GER,30,2101,de Bundesliga,32,25,0.43989547,0.542682927,0.006097561,0.411713287,0.076048951,0.577526132,0.304006969,0.034090909,0.888644366,0.56271777,0.049825175,0.173951049,0.411713287,0.151223776,0.320557491,0.18421474,14
6284,André Hahn,Augsburg,Right Winger,de GER,29,2037,de Bundesliga,29,24,0.385888502,0.055749129,0.009581882,0.411713287,0.049825175,0.81533101,0.476480836,0.027097902,0.934419014,0.541376307,0.046328671,0.203671329,0.411713287,0.142482517,0.291811847,0.228479708,13
6285,André Hahn,Augsburg,Right Winger,de GER,28,702,de Bundesliga,15,8,0.68466899,0.920731707,0.013066202,0.411713287,0.102272727,0.350174216,0.084494774,0.777972028,0.122799296,0.978222997,0.032342657,0.520541958,0.411713287,0.362762238,0.233013937,0.198592566,15
6286,André Hahn,Augsburg,Right Winger,de GER,27,2052,de Bundesliga,28,21,0.777874564,0.599303136,0.007839721,0.411713287,0.526660839,0.486933798,0.621080139,0.106643357,0.777728873,0.894163763,0.04458042,0.322552448,0.411713287,0.451048951,0.230836237,0.300092982,15
6287,Jack Harrison,Leeds United,Left Winger,eng ENG,25,2708,eng Premier League,36,34,0.048780488,0.106271777,0.141114983,0.411713287,0.817307692,0.459930314,0.763937282,0.225524476,0.601672535,0.646341463,0.579545455,0.763111888,0.411713287,0.729020979,0.1271777,0.337112365,19
6288,Jack Harrison,Leeds United,Left Winger,eng ENG,24,2639,eng Premier League,35,32,0.832752613,0.12804878,0.112369338,0.411713287,0.822552448,0.692508711,0.174216028,0.112762238,0.957746479,0.633710801,0.45979021,0.848776224,0.411713287,0.52534965,0.331881533,0.258642055,17
6289,Jack Harrison,Leeds United,Left Winger,eng ENG,23,2847,eng Premier League,36,34,0.716898955,0.583623693,0.208188153,0.411713287,0.566433566,0.655923345,0.797038328,0.183566434,0.896126761,0.37369338,0.481643357,0.755244755,0.411713287,0.770979021,0.569686411,0.398340336,9
6290,Eden Hazard,Real Madrid,Left Winger,be BEL,30,717,es La Liga,18,7,0.219076655,0.411149826,0.962543554,0.411713287,0.064685315,0.068815331,0.445121951,0.996503497,0.239876761,0.1271777,0.772727273,0.407342657,0.411713287,0.998251748,0.988675958,0.45067302,1
6291,Eden Hazard,Real Madrid,Left Winger,be BEL,29,532,es La Liga,14,7,0.447735192,0.270034843,0.966027875,0.411713287,0.068181818,0.93466899,0.910278746,0.946678322,0.863116197,0.410714286,0.568181818,0.618881119,0.411713287,0.272727273,0.888501742,0.486022253,2
6292,Eden Hazard,Real Madrid,Left Winger,be BEL,28,1077,es La Liga,16,14,0.131533101,0.821428571,0.93728223,0.411713287,0.645104895,0.233449477,0.794425087,0.870629371,0.213908451,0.403745645,0.855769231,0.947552448,0.411713287,0.723776224,0.984320557,0.472021881,1
6293,Eden Hazard,Chelsea,Left Winger,be BEL,27,2923,eng Premier League,37,32,0.378919861,0.629790941,0.905923345,0.838286713,0.082167832,0.927700348,0.974738676,0.572552448,0.991637324,0.279616725,0.968531469,0.93006993,0.838286713,0.98513986,0.980836237,0.513295067,3
6294,Thorgan Hazard,Dortmund,Left Winger,be BEL,28,1337,de Bundesliga,23,14,0.483449477,0.901567944,0.695993031,0.411713287,0.666958042,0.68466899,0.242160279,0.51486014,0.818221831,0.286585366,0.432692308,0.278846154,0.411713287,0.550699301,0.614982578,0.427926168,2
6295,Thorgan Hazard,Dortmund,Left Winger,be BEL,27,654,de Bundesliga,16,8,0.013066202,0.099303136,0.885888502,0.411713287,0.867132867,0.3728223,0.953832753,0.876748252,0.574823944,0.940766551,0.771853147,0.048951049,0.411713287,0.800699301,0.453832753,0.610873882,2
6296,Thorgan Hazard,Dortmund,Left Winger,be BEL,26,2380,de Bundesliga,33,28,0.803135889,0.360627178,0.75261324,0.862762238,0.20541958,0.676829268,0.981707317,0.402972028,0.842869718,0.388501742,0.625874126,0.787587413,0.862762238,0.874125874,0.739547038,0.441859099,2
6297,Thorgan Hazard,M'Gladbach,Left Winger,be BEL,25,2873,de Bundesliga,33,33,0.778745645,0.045296167,0.440766551,0.411713287,0.757867133,0.763937282,0.917247387,0.298076923,0.574823944,0.733449477,0.730769231,0.543706294,0.411713287,0.902972028,0.805749129,0.557449084,5
6298,Gauthier Hein,Auxerre,Right Winger,fr FRA,25,1874,fr Ligue 1,35,23,0.880226481,0.074912892,0.658536585,0.411713287,0.36013986,0.263066202,0.084494774,0.314685315,0.091989437,0.161585366,0.641608392,0.285839161,0.411713287,0.502622378,0.178571429,0.202534399,17
6299,Henrique,Lyon,Left Winger,br BRA,27,1105,fr Ligue 1,18,12,0.322299652,0.952961672,0.966898955,0.411713287,0.5,0.068815331,0.290069686,0.192307692,0.31778169,0.988675958,0.402097902,0.072552448,0.411713287,0.077797203,0.608885017,0.237903212,8
6300,Luiz Henrique,Betis,Right Winger,br BRA,21,1807,es La Liga,33,21,0.959930314,0.415505226,0.464285714,0.411713287,0.898601399,0.161149826,0.531358885,0.179195804,0.054137324,0.614982578,0.048076923,0.965909091,0.411713287,0.167832168,0.18466899,0.16527114,6
6301,Patrick Herrmann,M'Gladbach,Right Winger,de GER,30,754,de Bundesliga,23,5,0.105400697,0.639372822,0.367595819,0.411713287,0.620629371,0.068815331,0.978222997,0.944055944,0.213908451,0.633710801,0.230769231,0.176573427,0.411713287,0.871503497,0.794425087,0.5858684,10
6302,Patrick Herrmann,M'Gladbach,Right Winger,de GER,29,876,de Bundesliga,27,9,0.628919861,0.355400697,0.266550523,0.411713287,0.626748252,0.068815331,0.881533101,0.923951049,0.044894366,0.845818815,0.291520979,0.270979021,0.411713287,0.897727273,0.692508711,0.545757814,8
6303,Patrick Herrmann,M'Gladbach,Right Winger,de GER,28,1453,de Bundesliga,27,16,0.101480836,0.31097561,0.31533101,0.411713287,0.478146853,0.836236934,0.93466899,0.562937063,0.264524648,0.604529617,0.204545455,0.26048951,0.411713287,0.676573427,0.489547038,0.531088685,4
6304,Patrick Herrmann,M'Gladbach,Right Winger,de GER,27,1079,de Bundesliga,24,10,0.890243902,0.232578397,0.662020906,0.411713287,0.411713287,0.646341463,0.595818815,0.755244755,0.830985915,0.402439024,0.620629371,0.078671329,0.411713287,0.855769231,0.555749129,0.534566479,5
6305,Jonas Hofmann,M'Gladbach,Right Winger,de GER,30,2680,de Bundesliga,31,30,0.268292683,0.62369338,0.718641115,0.411713287,0.524475524,0.868466899,0.871080139,0.472902098,0.983714789,0.447735192,0.715034965,0.277972028,0.411713287,0.993006993,0.367595819,0.545650778,10
6306,Jonas Hofmann,M'Gladbach,Right Winger,de GER,29,2078,de Bundesliga,26,24,0.743902439,0.522648084,0.772648084,0.411713287,0.570804196,0.943379791,0.727351916,0.715034965,0.967869718,0.427700348,0.73951049,0.192307692,0.411713287,0.986888112,0.403310105,0.593494485,10
6307,Jonas Hofmann,M'Gladbach,Right Winger,de GER,28,1817,de Bundesliga,24,21,0.905052265,0.608013937,0.68466899,0.411713287,0.852272727,0.734320557,0.989547038,0.59527972,0.777728873,0.93554007,0.631993007,0.173076923,0.411713287,0.975524476,0.358013937,0.618840219,8
6308,Jonas Hofmann,M'Gladbach,Right Winger,de GER,27,1633,de Bundesliga,24,18,0.844947735,0.31010453,0.826655052,0.411713287,0.950174825,0.699477352,0.588850174,0.551573427,0.684419014,0.832752613,0.789335664,0.141608392,0.411713287,0.729895105,0.317944251,0.52804382,4
6309,Jonas Hofmann,M'Gladbach,Right Winger,de GER,26,1911,de Bundesliga,27,21,0.165505226,0.1228223,0.908536585,0.895979021,0.920454545,0.621080139,0.767421603,0.458916084,0.382042254,0.667247387,0.954545455,0.319055944,0.895979021,0.638111888,0.307491289,0.484917086,5
6310,Gerrit Holtmann,Bochum,Left Winger,ph PHI,27,945,de Bundesliga,23,8,0.18466899,0.570557491,0.022648084,0.411713287,0.744755245,0.260452962,0.338850174,0.537587413,0.153609155,0.082752613,0.011363636,0.502622378,0.411713287,0.230769231,0.098432056,0.2440321,14
6311,Gerrit Holtmann,Bochum,Left Winger,ph PHI,26,1840,de Bundesliga,29,23,0.413763066,0.083623693,0.084494774,0.411713287,0.159965035,0.636759582,0.684233449,0.350524476,0.80721831,0.268728223,0.181381119,0.726398601,0.411713287,0.45541958,0.129790941,0.241470637,13
6312,Gerrit Holtmann,Paderborn 07,Left Winger,ph PHI,24,1065,de Bundesliga,24,13,0.648083624,0.579268293,0.350174216,0.411713287,0.829545455,0.238240418,0.084494774,0.424825175,0.502200704,0.409407666,0.185751748,0.662587413,0.411713287,0.270979021,0.071428571,0.179560857,18
6313,Franck Honorat,Brest,Right Winger,fr FRA,25,2535,fr Ligue 1,33,29,0.863240418,0.299651568,0.222125436,0.411713287,0.533216783,0.575783972,0.62630662,0.407342657,0.794454225,0.658536585,0.298076923,0.094405594,0.411713287,0.990384615,0.074912892,0.444791707,14
6314,Franck Honorat,Brest,Right Winger,fr FRA,24,2899,fr Ligue 1,34,34,0.893728223,0.608885017,0.282229965,0.411713287,0.484265734,0.801393728,0.43989547,0.196678322,0.99471831,0.362369338,0.329545455,0.16958042,0.411713287,0.76048951,0.355400697,0.409791863,11
6315,Franck Honorat,Brest,Right Winger,fr FRA,23,2458,fr Ligue 1,36,28,0.145470383,0.804006969,0.18728223,0.411713287,0.465034965,0.720383275,0.520905923,0.340909091,0.965669014,0.283101045,0.462412587,0.189685315,0.411713287,0.914335664,0.25174216,0.431946538,17
6316,Franck Honorat,Saint-Étienne,Right Winger,fr FRA,22,849,fr Ligue 1,12,9,0.880226481,0.164634146,0.067944251,0.984265734,0.539335664,0.068815331,0.895905923,0.810314685,0.502200704,0.43989547,0.437062937,0.068181818,0.984265734,0.494755245,0.324041812,0.437855263,17
6317,Callum Hudson-Odoi,Leverkusen,Left Winger,eng ENG,21,605,de Bundesliga,14,7,0.416811847,0.322735192,0.879790941,0.411713287,0.23513986,0.068815331,0.529181185,0.958916084,0.470510563,0.167247387,0.820804196,0.788461538,0.411713287,0.805944056,0.453832753,0.323338247,6
6318,Callum Hudson-Odoi,Chelsea,Left Winger,eng ENG,20,962,eng Premier League,15,11,0.830139373,0.62195122,0.782229965,0.975524476,0.170454545,0.257839721,0.655487805,0.925699301,0.138644366,0.080574913,0.679195804,0.703671329,0.975524476,0.912587413,0.765243902,0.42623448,3
6319,Callum Hudson-Odoi,Chelsea,Left Winger,eng ENG,19,1059,eng Premier League,23,10,0.844076655,0.365853659,0.914634146,0.411713287,0.272727273,0.471254355,0.802264808,0.914335664,0.70334507,0.414634146,0.944055944,0.350524476,0.411713287,0.958916084,0.505226481,0.510600027,4
6320,Callum Hudson-Odoi,Chelsea,Left Winger,eng ENG,18,863,eng Premier League,22,7,0.054878049,0.198606272,0.833623693,0.983391608,0.103146853,0.287456446,0.986933798,0.936188811,0.264524648,0.430313589,0.802447552,0.704545455,0.983391608,0.856643357,0.765243902,0.461581102,4
